timestamp,machine_id,humidity_percent,vibration_mm_s
2023-10-30 17:00:00,MACH-A,43.43,1.51
2023-10-30 18:00:00,MACH-A,58.74,2.17
2023-10-30 19:00:00,MACH-A,50.78,1.76
2023-10-30 20:00:00,MACH-A,51.83,2.84
2023-10-30 21:00:00,MACH-A,41.66,2.73
2023-10-30 22:00:00,MACH-A,32.82,2.32
2023-10-30 23:00:00,MACH-A,52.36,1.41
2023-10-31 00:00:00,MACH-A,59.05,1.66
2023-10-31 01:00:00,MACH-A,47.74,2.63
2023-10-31 02:00:00,MACH-A,64.36,1.72
2023-10-31 03:00:00,MACH-A,42.96,2.56
2023-10-31 04:00:00,MACH-A,39.45,2.24
2023-10-31 05:00:00,MACH-A,49.33,2.03
2023-10-31 06:00:00,MACH-A,49.17,1.65
2023-10-31 07:00:00,MACH-A,57.7,1.95
2023-10-31 08:00:00,MACH-A,42.25,2.09
2023-10-31 09:00:00,MACH-A,63.68,2.52
2023-10-31 10:00:00,MACH-A,69.67,1.56
2023-10-31 11:00:00,MACH-A,49.61,1.87
2023-10-31 12:00:00,MACH-A,62.5,2.02
2023-10-31 13:00:00,MACH-A,39.44,2.33
2023-10-31 14:00:00,MACH-A,60.75,1.55
2023-10-31 15:00:00,MACH-A,60.47,1.34
2023-10-31 16:00:00,MACH-A,58.63,2.34
2023-10-31 17:00:00,MACH-A,49.84,1.24
2023-10-31 18:00:00,MACH-A,20.46,2.64
2023-10-31 19:00:00,MACH-A,43.58,1.92
2023-10-31 20:00:00,MACH-A,43.74,1.23
2023-10-31 21:00:00,MACH-A,40.22,1.76
2023-10-31 22:00:00,MACH-A,51.22,2.19
2023-10-31 23:00:00,MACH-A,45.81,1.73
2023-11-01 00:00:00,MACH-A,41.75,2.01
2023-11-01 01:00:00,MACH-A,39.41,2.37
2023-11-01 02:00:00,MACH-A,42.84,1.9
2023-11-01 03:00:00,MACH-A,61.21,1.53
2023-11-01 04:00:00,MACH-A,43.39,1.85
2023-11-01 05:00:00,MACH-A,44.85,2.71
2023-11-01 06:00:00,MACH-A,45.43,2.84
2023-11-01 07:00:00,MACH-A,53.39,0.99
2023-11-01 08:00:00,MACH-A,54.56,2.55
2023-11-01 09:00:00,MACH-A,19.55,2.13
2023-11-01 10:00:00,MACH-A,60.22,2.46
2023-11-01 11:00:00,MACH-A,64.36,1.72
2023-11-01 12:00:00,MACH-A,39.5,1.12
2023-11-01 13:00:00,MACH-A,40.28,2.29
2023-11-01 14:00:00,MACH-A,45.5,1.53
2023-11-01 15:00:00,MACH-A,42.44,1.31
2023-11-01 16:00:00,MACH-A,52.24,1.34
2023-11-01 17:00:00,MACH-A,30.53,2.3
2023-11-01 18:00:00,MACH-A,38.82,2.07
2023-11-01 19:00:00,MACH-A,65.39,2.39
2023-11-01 20:00:00,MACH-A,40.72,2.33
2023-11-01 21:00:00,MACH-A,62.43,1.79
2023-11-01 22:00:00,MACH-A,53.55,1.96
2023-11-01 23:00:00,MACH-A,31.91,1.74
2023-11-02 00:00:00,MACH-A,56.35,1.89
2023-11-02 01:00:00,MACH-A,48.82,1.52
2023-11-02 02:00:00,MACH-A,45.45,2.2
2023-11-02 03:00:00,MACH-A,52.45,2.54
2023-11-02 04:00:00,MACH-A,54.75,1.59
2023-11-02 05:00:00,MACH-A,57.08,2.64
2023-11-02 06:00:00,MACH-A,61.78,2.06
2023-11-02 07:00:00,MACH-A,54.08,2.12
2023-11-02 08:00:00,MACH-A,36.24,1.15
2023-11-02 09:00:00,MACH-A,45.26,1.1
2023-11-02 10:00:00,MACH-A,79.43,2.07
2023-11-02 11:00:00,MACH-A,57.24,2.39
2023-11-02 12:00:00,MACH-A,73.69,1.66
2023-11-02 13:00:00,MACH-A,63.95,2.84
2023-11-02 14:00:00,MACH-A,52.42,2.37
2023-11-02 15:00:00,MACH-A,53.01,1.55
2023-11-02 16:00:00,MACH-A,49.63,2.02
2023-11-02 17:00:00,MACH-A,32.62,3.24
2023-11-02 18:00:00,MACH-A,50.18,1.38
2023-11-02 19:00:00,MACH-A,62.11,2.26
2023-11-02 20:00:00,MACH-A,44.0,1.84
2023-11-02 21:00:00,MACH-A,54.12,2.35
2023-11-02 22:00:00,MACH-A,58.52,2.63
2023-11-02 23:00:00,MACH-A,40.9,1.81
2023-11-03 00:00:00,MACH-A,45.49,2.56
2023-11-03 01:00:00,MACH-A,39.82,3.11
2023-11-03 02:00:00,MACH-A,41.78,2.03
2023-11-03 03:00:00,MACH-A,37.12,2.39
2023-11-03 04:00:00,MACH-A,41.0,1.7
2023-11-03 05:00:00,MACH-A,64.19,2.01
2023-11-03 06:00:00,MACH-A,40.85,1.91
2023-11-03 07:00:00,MACH-A,51.26,2.4
2023-11-03 08:00:00,MACH-A,44.97,2.6
2023-11-03 09:00:00,MACH-A,61.79,1.95
2023-11-03 10:00:00,MACH-A,63.11,2.77
2023-11-03 11:00:00,MACH-A,58.64,2.77
2023-11-03 12:00:00,MACH-A,53.06,2.42
2023-11-03 13:00:00,MACH-A,47.69,1.74
2023-11-03 14:00:00,MACH-A,38.08,1.69
2023-11-03 15:00:00,MACH-A,69.44,1.59
2023-11-03 16:00:00,MACH-A,42.4,2.47
2023-11-03 17:00:00,MACH-A,56.64,1.39
2023-11-03 18:00:00,MACH-A,60.6,2.34
2023-11-03 19:00:00,MACH-A,44.45,1.46
2023-11-03 20:00:00,MACH-A,60.38,2.41
2023-11-03 21:00:00,MACH-A,57.64,2.01
2023-11-03 22:00:00,MACH-A,67.28,2.67
2023-11-03 23:00:00,MACH-A,45.31,2.57
2023-11-04 00:00:00,MACH-A,37.14,2.72
2023-11-04 01:00:00,MACH-A,44.95,2.73
2023-11-04 02:00:00,MACH-A,52.09,2.07
2023-11-04 03:00:00,MACH-A,50.58,1.42
2023-11-04 04:00:00,MACH-A,46.07,1.47
2023-11-04 05:00:00,MACH-A,30.91,0.96
2023-11-04 06:00:00,MACH-A,54.7,1.46
2023-11-04 07:00:00,MACH-A,69.72,2.03
2023-11-04 08:00:00,MACH-A,54.64,1.72
2023-11-04 09:00:00,MACH-A,56.09,1.91
2023-11-04 10:00:00,MACH-A,55.72,2.25
2023-11-04 11:00:00,MACH-A,53.97,1.85
2023-11-04 12:00:00,MACH-A,59.32,1.44
2023-11-04 13:00:00,MACH-A,53.95,1.97
2023-11-04 14:00:00,MACH-A,46.87,1.55
2023-11-04 15:00:00,MACH-A,42.04,1.86
2023-11-04 16:00:00,MACH-A,47.51,2.67
2023-11-04 17:00:00,MACH-A,53.14,1.86
2023-11-04 18:00:00,MACH-A,46.84,2.89
2023-11-04 19:00:00,MACH-A,53.14,2.72
2023-11-04 20:00:00,MACH-A,54.39,1.71
2023-11-04 21:00:00,MACH-A,58.33,1.44
2023-11-04 22:00:00,MACH-A,62.83,1.97
2023-11-04 23:00:00,MACH-A,50.78,2.58
2023-11-05 00:00:00,MACH-A,36.92,1.75
2023-11-05 01:00:00,MACH-A,46.55,2.45
2023-11-05 02:00:00,MACH-A,50.44,2.6
2023-11-05 03:00:00,MACH-A,31.64,1.61
2023-11-05 04:00:00,MACH-A,63.89,1.66
2023-11-05 05:00:00,MACH-A,51.42,2.36
2023-11-05 06:00:00,MACH-A,53.81,2.08
2023-11-05 07:00:00,MACH-A,63.66,1.66
2023-11-05 08:00:00,MACH-A,43.7,1.82
2023-11-05 09:00:00,MACH-A,55.74,1.96
2023-11-05 10:00:00,MACH-A,48.9,1.22
2023-11-05 11:00:00,MACH-A,48.16,2.38
2023-11-05 12:00:00,MACH-A,42.28,1.76
2023-11-05 13:00:00,MACH-A,66.66,0.61
2023-11-05 14:00:00,MACH-A,46.24,1.99
2023-11-05 15:00:00,MACH-A,56.99,1.63
2023-11-05 16:00:00,MACH-A,31.25,2.84
2023-11-05 17:00:00,MACH-A,61.8,1.71
2023-11-05 18:00:00,MACH-A,60.52,1.45
2023-11-05 19:00:00,MACH-A,50.97,2.25
2023-11-05 20:00:00,MACH-A,47.73,1.67
2023-11-05 21:00:00,MACH-A,54.0,1.61
2023-11-05 22:00:00,MACH-A,72.89,2.25
2023-11-05 23:00:00,MACH-A,32.37,1.48
2023-11-06 00:00:00,MACH-A,57.82,1.27
2023-11-06 01:00:00,MACH-A,40.88,2.86
2023-11-06 02:00:00,MACH-A,49.8,2.29
2023-11-06 03:00:00,MACH-A,47.52,1.87
2023-11-06 04:00:00,MACH-A,45.72,2.0
2023-11-06 05:00:00,MACH-A,49.9,2.25
2023-11-06 06:00:00,MACH-A,38.66,2.49
2023-11-06 07:00:00,MACH-A,60.29,1.62
2023-11-06 08:00:00,MACH-A,32.06,2.18
2023-11-06 09:00:00,MACH-A,55.4,1.75
2023-11-06 10:00:00,MACH-A,46.73,1.91
2023-11-06 11:00:00,MACH-A,38.29,2.08
2023-11-06 12:00:00,MACH-A,52.02,2.0
2023-11-06 13:00:00,MACH-A,34.43,2.37
2023-11-06 14:00:00,MACH-A,50.4,2.24
2023-11-06 15:00:00,MACH-A,35.77,1.25
2023-11-06 16:00:00,MACH-A,54.61,1.32
2023-11-06 17:00:00,MACH-A,40.76,1.82
2023-11-06 18:00:00,MACH-A,45.49,2.91
2023-11-06 19:00:00,MACH-A,52.94,1.57
2023-11-06 20:00:00,MACH-A,42.27,1.9
2023-11-06 21:00:00,MACH-A,49.42,1.73
2023-11-06 22:00:00,MACH-A,34.86,1.72
2023-11-06 23:00:00,MACH-A,56.31,2.09
2023-11-07 00:00:00,MACH-A,67.65,2.7
2023-11-07 01:00:00,MACH-A,77.92,2.23
2023-11-07 02:00:00,MACH-A,50.91,1.6
2023-11-07 03:00:00,MACH-A,57.88,3.38
2023-11-07 04:00:00,MACH-A,32.19,2.04
2023-11-07 05:00:00,MACH-A,65.03,1.71
2023-11-07 06:00:00,MACH-A,57.76,2.71
2023-11-07 07:00:00,MACH-A,45.16,1.77
2023-11-07 08:00:00,MACH-A,62.37,2.83
2023-11-07 09:00:00,MACH-A,47.46,1.56
2023-11-07 10:00:00,MACH-A,45.42,2.72
2023-11-07 11:00:00,MACH-A,54.75,2.1
2023-11-07 12:00:00,MACH-A,39.37,2.65
2023-11-07 13:00:00,MACH-A,60.22,2.95
2023-11-07 14:00:00,MACH-A,39.44,1.43
2023-11-07 15:00:00,MACH-A,39.5,2.64
2023-11-07 16:00:00,MACH-A,40.9,1.3
2023-11-07 17:00:00,MACH-A,57.6,1.48
2023-11-07 18:00:00,MACH-A,43.83,1.6
2023-11-07 19:00:00,MACH-A,36.52,2.25
2023-11-07 20:00:00,MACH-A,43.94,2.02
2023-11-07 21:00:00,MACH-A,49.68,1.92
2023-11-07 22:00:00,MACH-A,38.19,2.07
2023-11-07 23:00:00,MACH-A,38.48,2.3
2023-11-08 00:00:00,MACH-A,71.11,2.33
2023-11-08 01:00:00,MACH-A,41.39,2.55
2023-11-08 02:00:00,MACH-A,46.77,2.91
2023-11-08 03:00:00,MACH-A,46.33,1.99
2023-11-08 04:00:00,MACH-A,45.79,1.74
2023-11-08 05:00:00,MACH-A,56.21,2.31
2023-11-08 06:00:00,MACH-A,59.48,1.43
2023-11-08 07:00:00,MACH-A,46.94,1.66
2023-11-08 08:00:00,MACH-A,37.64,2.5
2023-11-08 09:00:00,MACH-A,62.74,1.94
2023-11-08 10:00:00,MACH-A,49.05,1.4
2023-11-08 11:00:00,MACH-A,67.3,1.26
2023-11-08 12:00:00,MACH-A,27.54,2.02
2023-11-08 13:00:00,MACH-A,51.95,2.57
2023-11-08 14:00:00,MACH-A,69.19,2.56
2023-11-08 15:00:00,MACH-A,46.47,2.06
2023-11-08 16:00:00,MACH-A,47.75,3.0
2023-11-08 17:00:00,MACH-A,52.96,1.95
2023-11-08 18:00:00,MACH-A,44.41,1.93
2023-11-08 19:00:00,MACH-A,46.88,0.72
2023-11-08 20:00:00,MACH-A,46.62,1.78
2023-11-08 21:00:00,MACH-A,43.73,2.43
2023-11-08 22:00:00,MACH-A,62.29,2.78
2023-11-08 23:00:00,MACH-A,54.61,1.58
2023-11-09 00:00:00,MACH-A,52.51,2.23
2023-11-09 01:00:00,MACH-A,58.09,2.52
2023-11-09 02:00:00,MACH-A,47.36,2.01
2023-11-09 03:00:00,MACH-A,42.26,0.86
2023-11-09 04:00:00,MACH-A,43.97,2.12
2023-11-09 05:00:00,MACH-A,50.02,2.38
2023-11-09 06:00:00,MACH-A,39.41,1.53
2023-11-09 07:00:00,MACH-A,45.0,1.87
2023-11-09 08:00:00,MACH-A,44.84,1.42
2023-11-09 09:00:00,MACH-A,71.25,0.71
2023-11-09 10:00:00,MACH-A,22.26,2.51
2023-11-09 11:00:00,MACH-A,48.2,2.0
2023-11-09 12:00:00,MACH-A,67.26,2.8
2023-11-09 13:00:00,MACH-A,51.22,2.43
2023-11-09 14:00:00,MACH-A,57.53,1.82
2023-11-09 15:00:00,MACH-A,51.0,1.96
2023-11-09 16:00:00,MACH-A,43.33,2.28
2023-11-09 17:00:00,MACH-A,27.58,2.48
2023-11-09 18:00:00,MACH-A,52.05,2.16
2023-11-09 19:00:00,MACH-A,42.24,2.55
2023-11-09 20:00:00,MACH-A,42.0,1.85
2023-11-09 21:00:00,MACH-A,45.01,1.5
2023-11-09 22:00:00,MACH-A,67.45,1.97
2023-11-09 23:00:00,MACH-A,74.05,2.1
2023-11-10 00:00:00,MACH-A,52.17,1.4
2023-11-10 01:00:00,MACH-A,45.35,1.33
2023-11-10 02:00:00,MACH-A,38.23,2.22
2023-11-10 03:00:00,MACH-A,54.69,1.8
2023-11-10 04:00:00,MACH-A,67.83,1.92
2023-11-10 05:00:00,MACH-A,47.53,1.82
2023-11-10 06:00:00,MACH-A,26.21,2.76
2023-11-10 07:00:00,MACH-A,56.7,2.63
2023-11-10 08:00:00,MACH-A,59.85,1.38
2023-11-10 09:00:00,MACH-A,34.14,1.73
2023-11-10 10:00:00,MACH-A,51.76,2.43
2023-11-10 11:00:00,MACH-A,54.51,2.3
2023-11-10 12:00:00,MACH-A,49.27,1.98
2023-11-10 13:00:00,MACH-A,42.09,1.43
2023-11-10 14:00:00,MACH-A,60.16,1.66
2023-11-10 15:00:00,MACH-A,45.97,1.74
2023-11-10 16:00:00,MACH-A,35.15,2.14
2023-11-10 17:00:00,MACH-A,29.51,2.85
2023-11-10 18:00:00,MACH-A,62.61,1.66
2023-11-10 19:00:00,MACH-A,56.17,1.49
2023-11-10 20:00:00,MACH-A,50.88,1.95
2023-11-10 21:00:00,MACH-A,45.6,2.52
2023-11-10 22:00:00,MACH-A,44.71,1.28
2023-11-10 23:00:00,MACH-A,39.24,2.73
2023-11-11 00:00:00,MACH-A,45.69,1.91
2023-11-11 01:00:00,MACH-A,28.8,1.63
2023-11-11 02:00:00,MACH-A,42.64,1.2
2023-11-11 03:00:00,MACH-A,46.89,2.35
2023-11-11 04:00:00,MACH-A,56.1,1.91
2023-11-11 05:00:00,MACH-A,49.6,2.09
2023-11-11 06:00:00,MACH-A,57.95,1.55
2023-11-11 07:00:00,MACH-A,63.49,1.84
2023-11-11 08:00:00,MACH-A,60.58,1.76
2023-11-11 09:00:00,MACH-A,54.71,1.95
2023-11-11 10:00:00,MACH-A,50.12,1.67
2023-11-11 11:00:00,MACH-A,40.19,1.23
2023-11-11 12:00:00,MACH-A,57.4,3.36
2023-11-11 13:00:00,MACH-A,66.8,1.32
2023-11-11 14:00:00,MACH-A,53.42,2.09
2023-11-11 15:00:00,MACH-A,69.17,1.11
2023-11-11 16:00:00,MACH-A,34.74,1.0
2023-11-11 17:00:00,MACH-A,38.46,2.05
2023-11-11 18:00:00,MACH-A,58.55,2.09
2023-11-11 19:00:00,MACH-A,52.64,2.63
2023-11-11 20:00:00,MACH-A,63.14,2.2
2023-11-11 21:00:00,MACH-A,49.85,1.93
2023-11-11 22:00:00,MACH-A,41.32,1.53
2023-11-11 23:00:00,MACH-A,47.86,2.75
2023-11-12 00:00:00,MACH-A,34.67,2.46
2023-11-12 01:00:00,MACH-A,38.71,1.38
2023-11-12 02:00:00,MACH-A,59.72,2.02
2023-11-12 03:00:00,MACH-A,58.73,2.07
2023-11-12 04:00:00,MACH-A,53.63,1.83
2023-11-12 05:00:00,MACH-A,32.79,2.39
2023-11-12 06:00:00,MACH-A,46.42,2.42
2023-11-12 07:00:00,MACH-A,37.75,1.9
2023-11-12 08:00:00,MACH-A,61.77,1.86
2023-11-12 09:00:00,MACH-A,44.16,2.75
2023-11-12 10:00:00,MACH-A,39.14,2.47
2023-11-12 11:00:00,MACH-A,50.3,2.04
2023-11-12 12:00:00,MACH-A,43.6,1.19
2023-11-12 13:00:00,MACH-A,64.84,2.17
2023-11-12 14:00:00,MACH-A,42.65,2.35
2023-11-12 15:00:00,MACH-A,36.01,0.62
2023-11-12 16:00:00,MACH-A,28.47,2.13
2023-11-12 17:00:00,MACH-A,49.69,1.79
2023-11-12 18:00:00,MACH-A,44.38,1.89
2023-11-12 19:00:00,MACH-A,35.71,1.55
2023-11-12 20:00:00,MACH-A,61.89,1.93
2023-11-12 21:00:00,MACH-A,56.67,2.7
2023-11-12 22:00:00,MACH-A,49.72,1.78
2023-11-12 23:00:00,MACH-A,63.64,2.48
2023-11-13 00:00:00,MACH-A,56.63,1.6
2023-11-13 01:00:00,MACH-A,41.77,2.38
2023-11-13 02:00:00,MACH-A,39.61,2.0
2023-11-13 03:00:00,MACH-A,58.18,2.18
2023-11-13 04:00:00,MACH-A,53.96,2.0
2023-11-13 05:00:00,MACH-A,51.7,2.32
2023-11-13 06:00:00,MACH-A,41.54,0.72
2023-11-13 07:00:00,MACH-A,56.08,1.29
2023-11-13 08:00:00,MACH-A,42.45,2.21
2023-11-13 09:00:00,MACH-A,48.98,0.98
2023-11-13 10:00:00,MACH-A,64.47,1.73
2023-11-13 11:00:00,MACH-A,43.39,1.97
2023-11-13 12:00:00,MACH-A,34.27,1.59
2023-11-13 13:00:00,MACH-A,39.47,1.65
2023-11-13 14:00:00,MACH-A,59.94,2.14
2023-11-13 15:00:00,MACH-A,52.55,2.5
2023-11-13 16:00:00,MACH-A,48.71,1.52
2023-11-13 17:00:00,MACH-A,44.91,1.71
2023-11-13 18:00:00,MACH-A,54.85,1.63
2023-11-13 19:00:00,MACH-A,41.51,0.79
2023-11-13 20:00:00,MACH-A,53.06,2.07
2023-11-13 21:00:00,MACH-A,42.69,2.47
2023-11-13 22:00:00,MACH-A,41.02,2.51
2023-11-13 23:00:00,MACH-A,43.63,1.56
2023-11-14 00:00:00,MACH-A,46.25,1.37
2023-11-14 01:00:00,MACH-A,49.51,2.01
2023-11-14 02:00:00,MACH-A,52.35,2.41
2023-11-14 03:00:00,MACH-A,94.83,4.02
2023-11-14 04:00:00,MACH-A,41.92,2.14
2023-11-14 05:00:00,MACH-A,46.08,2.57
2023-11-14 06:00:00,MACH-A,65.05,1.63
2023-11-14 07:00:00,MACH-A,39.2,1.89
2023-11-14 08:00:00,MACH-A,51.63,2.82
2023-11-14 09:00:00,MACH-A,64.95,1.9
2023-11-14 10:00:00,MACH-A,36.87,1.37
2023-11-14 11:00:00,MACH-A,53.94,1.67
2023-11-14 12:00:00,MACH-A,41.98,1.53
2023-11-14 13:00:00,MACH-A,44.95,2.18
2023-11-14 14:00:00,MACH-A,41.97,1.55
2023-11-14 15:00:00,MACH-A,42.68,2.14
2023-11-14 16:00:00,MACH-A,77.22,1.63
2023-11-14 17:00:00,MACH-A,58.44,0.94
2023-11-14 18:00:00,MACH-A,61.02,2.15
2023-11-14 19:00:00,MACH-A,54.92,2.07
2023-11-14 20:00:00,MACH-A,33.94,2.26
2023-11-14 21:00:00,MACH-A,53.95,1.66
2023-11-14 22:00:00,MACH-A,60.73,1.61
2023-11-14 23:00:00,MACH-A,41.47,2.2
2023-11-15 00:00:00,MACH-A,59.65,2.76
2023-11-15 01:00:00,MACH-A,57.04,2.01
2023-11-15 02:00:00,MACH-A,68.52,2.21
2023-11-15 03:00:00,MACH-A,45.82,1.84
2023-11-15 04:00:00,MACH-A,39.02,1.23
2023-11-15 05:00:00,MACH-A,46.38,2.48
2023-11-15 06:00:00,MACH-A,64.36,2.45
2023-11-15 07:00:00,MACH-A,31.72,2.36
2023-11-15 08:00:00,MACH-A,29.32,1.91
2023-11-15 09:00:00,MACH-A,50.89,2.3
2023-11-15 10:00:00,MACH-A,45.57,2.45
2023-11-15 11:00:00,MACH-A,50.08,2.81
2023-11-15 12:00:00,MACH-A,59.45,2.49
2023-11-15 13:00:00,MACH-A,44.47,2.03
2023-11-15 14:00:00,MACH-A,31.27,1.35
2023-11-15 15:00:00,MACH-A,70.44,2.08
2023-11-15 16:00:00,MACH-A,40.03,2.13
2023-11-15 17:00:00,MACH-A,39.41,2.35
2023-11-15 18:00:00,MACH-A,61.04,2.68
2023-11-15 19:00:00,MACH-A,46.16,1.95
2023-11-15 20:00:00,MACH-A,49.37,3.05
2023-11-15 21:00:00,MACH-A,54.83,1.12
2023-11-15 22:00:00,MACH-A,60.84,2.21
2023-11-15 23:00:00,MACH-A,46.67,1.6
2023-11-16 00:00:00,MACH-A,65.2,1.05
2023-11-16 01:00:00,MACH-A,28.64,1.9
2023-11-16 02:00:00,MACH-A,57.6,1.27
2023-11-16 03:00:00,MACH-A,41.6,1.92
2023-11-16 04:00:00,MACH-A,63.72,2.02
2023-11-16 05:00:00,MACH-A,51.42,2.56
2023-11-16 06:00:00,MACH-A,43.27,1.25
2023-11-16 07:00:00,MACH-A,56.63,2.45
2023-11-16 08:00:00,MACH-A,58.93,2.05
2023-11-16 09:00:00,MACH-A,56.42,2.51
2023-11-16 10:00:00,MACH-A,39.7,1.78
2023-11-16 11:00:00,MACH-A,45.16,1.33
2023-11-16 12:00:00,MACH-A,49.96,1.39
2023-11-16 13:00:00,MACH-A,49.59,1.35
2023-11-16 14:00:00,MACH-A,57.5,2.24
2023-11-16 15:00:00,MACH-A,29.85,2.74
2023-11-16 16:00:00,MACH-A,53.34,1.72
2023-11-16 17:00:00,MACH-A,47.1,2.31
2023-11-16 18:00:00,MACH-A,41.61,1.24
2023-11-16 19:00:00,MACH-A,42.58,2.09
2023-11-16 20:00:00,MACH-A,47.85,2.33
2023-11-16 21:00:00,MACH-A,13.99,1.28
2023-11-16 22:00:00,MACH-A,42.99,1.9
2023-11-16 23:00:00,MACH-A,41.24,2.36
2023-11-17 00:00:00,MACH-A,55.33,0.53
2023-11-17 01:00:00,MACH-A,41.94,2.67
2023-11-17 02:00:00,MACH-A,47.85,2.18
2023-11-17 03:00:00,MACH-A,65.42,2.36
2023-11-17 04:00:00,MACH-A,59.94,1.79
2023-11-17 05:00:00,MACH-A,59.02,1.14
2023-11-17 06:00:00,MACH-A,45.0,2.27
2023-11-17 07:00:00,MACH-A,55.43,1.96
2023-11-17 08:00:00,MACH-A,47.66,2.02
2023-11-17 09:00:00,MACH-A,48.04,2.54
2023-11-17 10:00:00,MACH-A,54.1,2.38
2023-11-17 11:00:00,MACH-A,44.03,2.96
2023-11-17 12:00:00,MACH-A,64.93,2.08
2023-11-17 13:00:00,MACH-A,48.4,1.65
2023-11-17 14:00:00,MACH-A,56.18,1.91
2023-11-17 15:00:00,MACH-A,64.56,2.21
2023-11-17 16:00:00,MACH-A,60.32,2.51
2023-11-17 17:00:00,MACH-A,35.91,1.27
2023-11-17 18:00:00,MACH-A,54.45,2.0
2023-11-17 19:00:00,MACH-A,58.51,2.8
2023-11-17 20:00:00,MACH-A,58.92,1.88
2023-11-17 21:00:00,MACH-A,38.87,2.47
2023-11-17 22:00:00,MACH-A,43.43,2.25
2023-11-17 23:00:00,MACH-A,59.95,2.48
2023-11-18 00:00:00,MACH-A,42.38,1.6
2023-11-18 01:00:00,MACH-A,47.0,1.6
2023-11-18 02:00:00,MACH-A,65.76,2.01
2023-11-18 03:00:00,MACH-A,49.52,1.23
2023-11-18 04:00:00,MACH-A,42.73,1.87
2023-11-18 05:00:00,MACH-A,41.22,2.13
2023-11-18 06:00:00,MACH-A,53.33,2.89
2023-11-18 07:00:00,MACH-A,36.67,2.2
2023-11-18 08:00:00,MACH-A,47.53,2.31
2023-11-18 09:00:00,MACH-A,53.33,2.58
2023-11-18 10:00:00,MACH-A,62.99,1.52
2023-11-18 11:00:00,MACH-A,56.68,1.92
2023-11-18 12:00:00,MACH-A,42.86,3.21
2023-11-18 13:00:00,MACH-A,61.78,1.96
2023-11-18 14:00:00,MACH-A,47.0,2.56
2023-11-18 15:00:00,MACH-A,37.64,2.48
2023-11-18 16:00:00,MACH-A,48.28,1.26
2023-11-18 17:00:00,MACH-A,64.38,2.16
2023-11-18 18:00:00,MACH-A,51.65,2.07
2023-11-18 19:00:00,MACH-A,50.13,2.16
2023-11-18 20:00:00,MACH-A,66.37,1.62
2023-11-18 21:00:00,MACH-A,35.69,1.44
2023-11-18 22:00:00,MACH-A,37.14,1.76
2023-11-18 23:00:00,MACH-A,33.84,1.95
2023-11-19 00:00:00,MACH-A,53.73,2.59
2023-11-19 01:00:00,MACH-A,51.66,2.91
2023-11-19 02:00:00,MACH-A,65.43,2.7
2023-11-19 03:00:00,MACH-A,52.43,2.43
2023-11-19 04:00:00,MACH-A,45.96,1.5
2023-11-19 05:00:00,MACH-A,50.02,1.8
2023-11-19 06:00:00,MACH-A,51.18,2.1
2023-11-19 07:00:00,MACH-A,33.28,1.68
2023-11-19 08:00:00,MACH-A,77.1,2.29
2023-11-19 09:00:00,MACH-A,55.2,2.36
2023-11-19 10:00:00,MACH-A,52.1,2.27
2023-11-19 11:00:00,MACH-A,56.15,2.51
2023-11-19 12:00:00,MACH-A,57.09,1.55
2023-11-19 13:00:00,MACH-A,48.59,2.47
2023-11-19 14:00:00,MACH-A,43.69,1.65
2023-11-19 15:00:00,MACH-A,55.99,1.53
2023-11-19 16:00:00,MACH-A,53.86,2.27
2023-11-19 17:00:00,MACH-A,41.9,2.61
2023-11-19 18:00:00,MACH-A,64.19,2.24
2023-11-19 19:00:00,MACH-A,52.93,2.01
2023-11-19 20:00:00,MACH-A,57.3,2.16
2023-11-19 21:00:00,MACH-A,63.92,2.07
2023-11-19 22:00:00,MACH-A,50.22,1.44
2023-11-19 23:00:00,MACH-A,53.17,1.38
2023-11-20 00:00:00,MACH-A,58.1,1.96
2023-11-20 01:00:00,MACH-A,42.75,2.04
2023-11-20 02:00:00,MACH-A,50.54,2.01
2023-11-20 03:00:00,MACH-A,51.26,2.34
2023-11-20 04:00:00,MACH-A,40.44,1.89
2023-11-20 05:00:00,MACH-A,73.18,2.28
2023-11-20 06:00:00,MACH-A,35.93,1.93
2023-11-20 07:00:00,MACH-A,37.02,2.91
2023-11-20 08:00:00,MACH-A,63.14,2.04
2023-11-20 09:00:00,MACH-A,57.13,3.17
2023-11-20 10:00:00,MACH-A,39.74,2.18
2023-11-20 11:00:00,MACH-A,56.07,1.89
2023-11-20 12:00:00,MACH-A,64.68,1.55
2023-11-20 13:00:00,MACH-A,49.7,1.28
2023-11-20 14:00:00,MACH-A,75.99,1.5
2023-11-20 15:00:00,MACH-A,32.76,1.56
2023-11-20 16:00:00,MACH-A,56.94,2.2
2023-11-20 17:00:00,MACH-A,61.67,1.74
2023-11-20 18:00:00,MACH-A,58.91,2.09
2023-11-20 19:00:00,MACH-A,47.96,2.64
2023-11-20 20:00:00,MACH-A,47.1,1.96
2023-11-20 21:00:00,MACH-A,54.44,3.04
2023-11-20 22:00:00,MACH-A,58.16,1.41
2023-11-20 23:00:00,MACH-A,56.02,1.92
2023-11-21 00:00:00,MACH-A,60.4,1.73
2023-11-21 01:00:00,MACH-A,39.81,2.47
2023-11-21 02:00:00,MACH-A,47.72,0.88
2023-11-21 03:00:00,MACH-A,40.6,1.28
2023-11-21 04:00:00,MACH-A,46.14,1.95
2023-11-21 05:00:00,MACH-A,60.15,2.78
